Column1,Column2,Column3,Column4,Column5
,ampai,ampu[DEDR178],acc.,
,ampoṭu,ampu[DEDR178],soc.,
,°appu,ampu[DEDR178],adj.,
,ampiṉar,ampu[DEDR178],pron.n.|3.,
,ampiṉaṉ,ampu[DEDR178],pron.n.|m.sg.,
amma,,amma,,particle of lament (~ alas) or prelude
ammeṉ,,ammeṉ[TL],v.8.|v.r.|id.,denoting something overfull
amar,,amar[DEDR162],r.n.,"fitness, beauty; desire"
,amara,amar[DEDR162],adj.,
,amar,amar[DEDR162],v.4.|v.r.,
,amarā,amar[DEDR162],neg.|pey.,
amar,,amar[DEDR161],v.4.|v.r.,to abide
,amarnta,amar[DEDR161],p.a.|pey.,
,amarntaṉṟu,amar[DEDR161],n.sg.|p.a.,
,amarntaṉar,amar[DEDR161],p.a.|3.,
,amarntaṉaḷ,amar[DEDR161],f.sg.|p.a.,
,amarntaṉai,amar[DEDR161],p.a.|sg.|2.,
,amarntāaṅku,amar[DEDR161],comp.|abs.,
,amarntu,amar[DEDR161],abs.,
,amarntōy,amar[DEDR161],part.n.|p.a.|sg.|2.,
,amarntōr,amar[DEDR161],part.n.|p.a.|3.,
,amarntōḷ,amar[DEDR161],part.n.|f.sg.|p.a.,
,amarpōy,amar[DEDR161],part.n.|i.a.|sg.|2.,
,amarvōy,amar[DEDR161],part.n.|i.a.|sg.|2.,
amar,,amar[TL],r.n.,(not DEDR):  fight
,amar,amar[TL],v.5.|1.,
,amartta,amar[TL],p.a.|pey.,
,amarttaṉa,amar[TL],n.pl.|p.a.,
,amarttaṉaḷ,amar[TL],f.sg.|p.a.,
,amarppaṉṉa,amar[TL],comp.|pey.,
,amarppaṉaḷ,amar[TL],f.sg.|p.a.,
,amariya,amar[TL],p.a.|pey.,
amarar,,amarar,n.,< Skt. amara-  immortals
amal,,amal[DEDR164],v.3.|v.r.,to be thickly grown
,amal,amal[DEDR164],r.n.|3.,
,amalpu,amal[DEDR164],abs.,
,amaṉṟa,amal[DEDR164],p.a.|pey.,
,amaṉṟaṉṟu,amal[DEDR164],n.sg.|p.a.,
amalai,,amalai[DEDR174],n.,boiled rice
amalai,,amalai[DEDR164],n.,"abundance, denseness"
,amalaiyam,amalai[DEDR164],adj.,
amalai,,amalai[TL],n.,(cf. DEDR 166 amalai din):  dance of soldiers who have gathered around a fallen enemy king
amaḷi,,amaḷi[DEDR165],n.,bed
amirtam,,amirtam,n.,< Skt. amṛta-  ambrosia
,amirtattu,amirtam,obl.,
,amirtu,amirtam,n.,
,amiḻtam,amirtam,n.,
,amiḻtattu,amirtam,obl.,
,amiḻtu,amirtam,n.,
,amiḻtiṉ,amirtam,obl.,
,amiḻtoṭu,amirtam,soc.,
,amutam,amirtam,n.,
amai,,amai[DEDR170],n.,bamboo (Bambusa arundinacea)
amai,,amai[DEDR162],v.11.|v.r.,to effect; to appoint
,amaiiya,amai[DEDR162],p.a.|pey.,
,amaitta,amai[DEDR162],p.a.|pey.,
,amaittu,amai[DEDR162],abs.,
,amaippa,amai[DEDR162],inf.,
amai,,amai[DEDR162]2,n.,"fitness, beauty"
,amai,amai[DEDR162]2,v.4.|v.r.,
,amainta,amai[DEDR162]2,p.a.|pey.,
,amainta,amai[DEDR162]2,n.pl.|p.a.,
,amaintaṉṟu,amai[DEDR162]2,n.sg.|p.a.,
,amaintu,amai[DEDR162]2,abs.,
,amaiyiṉ,amai[DEDR162]2,cond.,
,amaiyum,amai[DEDR162]2,,
,amaiti,amai[DEDR162]2,n.,
amai,,amai[DEDR161],v.4.|v.r.,to become still
,amaika,amai[DEDR161],sub.,
,amaikalaṉ,amai[DEDR161],i.a.|neg.|sg.|1.,
,amaiku,amai[DEDR161],sg.|1.,
,amaikum,amai[DEDR161],sub.|pl.|1.,
,amaikuvam,amai[DEDR161],i.a.|pl.|1.,
,amaikuvar,amai[DEDR161],i.a.|3.,
,amaikuvaṉ,amai[DEDR161],i.a.|sg.|1.,
,amaikuveṉ,amai[DEDR161],i.a.|sg.|1.,
,amaikuvēṉ,amai[DEDR161],i.a.|sg.|1.,
,amaital,amai[DEDR161],v.n.,
,amaitaṟku,amai[DEDR161],dat.,
,amainta,amai[DEDR161],p.a.|pey.,
,amaintaṉṟu,amai[DEDR161],n.sg.|p.a.,
,amaintaṉa,amai[DEDR161],n.pl.|p.a.,
,amaintaṉam,amai[DEDR161],p.a.|pl.|1.,
,amaintaṉai,amai[DEDR161],p.a.|sg.|2.,
,amaintāṅku,amai[DEDR161],comp.|abs.,
,amaintu,amai[DEDR161],abs.,
,amaiya,amai[DEDR161],inf.,
,amaiyalai,amai[DEDR161],neg.|sg.|2.,
,amaiyā,amai[DEDR161],abs.|neg.,
,amaiyā,amai[DEDR161],neg.|pey.,
,amaiyātu,amai[DEDR161],abs.|neg.,
,amaiyāy,amai[DEDR161],neg.|sg.|2.,
,amaiyār,amai[DEDR161],neg.|3.,
,amaiyāḷ,amai[DEDR161],f.sg.|neg.,
,amaiyiṉ,amai[DEDR161],cond.,
,amaiyiṉum,amai[DEDR161],conc.,
,amaiyiṉīr,amai[DEDR161],p.a.|pl.|2.,
,amaiyum,amai[DEDR161],sg.|3.,
,amaivar,amai[DEDR161],i.a.|3.,
,amaivōrkku,amai[DEDR161],pron.n.|dat.|3.,
,amai,amai[DEDR161],v.11.,
,amaittaṉṟu,amai[DEDR161],n.sg.|p.a.,
,amaittāṅku,amai[DEDR161],comp.|abs.,
,amaivu,amai[DEDR161],n.,
amaiyam,,amaiyam[DBIA16],n.,< Skt. samaya-  occasion
,amaiyattu,amaiyam[DBIA16],obl.,
,amaiyattiṉ,amaiyam[DBIA16],obl.,
,amayam,amaiyam[DBIA16],n.,
,amayattu,amaiyam[DBIA16],obl.,
ayam,,ayam[DEDR188],n.,water
,ayam,ayam[DEDR188],n.,
,ayattu,ayam[DEDR188],obl.,
ayar,,ayar[DEDR39],v.4.,"to become weary, to become forgetful"
,ayarnta,ayar[DEDR39],p.a.|pey.,
,ayarntaṉar,ayar[DEDR39],p.a.|3.,
,ayarntaṉaḷ,ayar[DEDR39],f.sg.|p.a.,
ayar,,ayar[DEDR39]2,v.4.|v.r.,"(cf. ):  to be engaged in, to prepare; to drive a chariot (NA 159.12)"
,ayarkam,ayar[DEDR39]2,pl.|1.,
,ayartal,ayar[DEDR39]2,v.n.,
,ayarnta,ayar[DEDR39]2,p.a.|pey.,
,ayarntataṉāl,ayar[DEDR39]2,inst.|n.sg.|p.a.|v.n.,
,ayarntaṉṟu,ayar[DEDR39]2,n.sg.|p.a.,
,ayarntaṉṉa,ayar[DEDR39]2,comp.|pey.,
,ayarntaṉam,ayar[DEDR39]2,p.a.|pl.|1.,
,ayarntaṉar,ayar[DEDR39]2,p.a.|3.,
,ayarntaṉaḷ,ayar[DEDR39]2,f.sg.|p.a.,
,ayarntaṉaṉ,ayar[DEDR39]2,m.sg.|p.a.,
,ayarntaṉeṉ,ayar[DEDR39]2,p.a.|sg.|1.,
,ayarntaṉai,ayar[DEDR39]2,p.a.|sg.|2.,
,ayarnticiṉ,ayar[DEDR39]2,p.a.|sg.|1.,
,ayarntu,ayar[DEDR39]2,abs.,
,ayarpu,ayar[DEDR39]2,abs.,
,ayarmār,ayar[DEDR39]2,inf.,
,ayarvatu,ayar[DEDR39]2,n.sg.|i.a.|v.n.,
,ayavar,ayar[DEDR39]2,part.n.|i.a.|3.,
,ayarvōḷ,ayar[DEDR39]2,part.n.|f.sg.|i.a.,
,ayara,ayar[DEDR39]2,inf.,
,ayarā,ayar[DEDR39]2,abs.,
,ayarā,ayar[DEDR39]2,n.pl.|neg.,
,ayarum,ayar[DEDR39]2,pey.,
,ayarum,ayar[DEDR39]2,,
,ayarvu,ayar[DEDR39]2,n.,
ayal,,ayal[DEDR189],n.,neighbourhood
,ayala,ayal[DEDR189],pron.n.|n.pl.,
,ayalatu,ayal[DEDR189],pron.n.|n.sg.,
,ayalōr,ayal[DEDR189],pron.n.|3.,
ayā,,ayā[DEDR39],n.,languor
,ayāa,ayā[DEDR39],m.l.|n.,
ayir,,ayir[DEDR341],n.,fine sand
ayir,,ayir[DEDR190],v.11.,"to suspect, to doubt"
,ayirttaṉṟu,ayir[DEDR190],n.sg.|p.a.,
,ayirppu,ayir[DEDR190],n.,
ayiri,,ayiri[TL],p.n.,AN index (not ; i.o.):  of a river
ayirai,,ayirai[DEDR191],n.,loach fish (Cobitio thermalis)
ayil,,ayil[DEDR193],n.,lance
ayil,,ayil[TL],v.3.,(not DEDR):  to eat
,ayiṉṟu,ayil[TL],abs.,
ayilai,,ayilai[DEDR191],n.,a kind of fish
ayiṉi,,ayiṉi[TL],n.,(not DEDR):  food
,ayiṉiya,ayiṉi[TL],adj.,
arakku,,arakku[DEDR212],v.5.,?:  to wipe off
,arakkuvōr,arakku[DEDR212],part.n.|i.a.|3.,
arakkam,,arakkam,n.,< Skt. rakta-  vermilion
,arakkattu,arakkam,obl.,
,arakku,arakkam,n.,
,arakkiṉ,arakkam,obl.,
araṅkam,,araṅkam[DEDR],n.,App. 8:  festival place
araṅkāṭu,,araṅkāṭu[TL],p.n.,"(not AN index, not )  of a place"
,araṅkāṭṭu,araṅkāṭu[TL],obl.,
araṅku,,araṅku[DEDR],n.,App. 8:  playing field
aracaṉ,,aracaṉ,n.,< Skt. rājan-  king
,aracar,aracaṉ,,
,aracu,aracaṉ,n.,
,araca,aracaṉ,adj.,
araṇ,,araṇ[DEDR201],n.,fortress
araṇam,,araṇam[DBIA19],n.,< Skt. śaraṇa-  protection
aram,,aram[DEDR228],n.,(b):  chisel; saw (cf. vāḷaram)
arampu,,arampu[TL],n.,(not DEDR):  mischief
aramakaḷ,,aramakaḷ[TL],n.,celestial damsel
,aramakaḷiriṉ,aramakaḷ[TL],obl.,
,aramakaḷirku,aramakaḷ[TL],dat.|pl.,
,aramakaḷirōṭ’,aramakaḷ[TL],soc.|pl.,
aramiyam,,aramiyam,n.,< Skt. harmya-  terrace
aralai,,aralai[TL],p.n.|m.|n.,bowstring hemp; oleander; Cā:  of a hill (DEDR 210 Nerium odorum)
aralai,,aralai[TL]2,n.,(not DEDR):  seed
aravam,,aravam,n.,< Skt. rava-  sound
,aravamoṭu,aravam,soc.,
ara(m),,ara(m)[DEDR2359],n.,snake
,ara,ara(m)[DEDR2359],n.,
,aram,ara(m)[DEDR2359],n.,
,aravam,ara(m)[DEDR2359],n.,
,aravattu,ara(m)[DEDR2359],obl.,
,aravu,ara(m)[DEDR2359],n.,
,araviṉ,ara(m)[DEDR2359],obl.,
,aravoṭu,ara(m)[DEDR2359],soc.,
,arā,ara(m)[DEDR2359],n.,
araṟṟu,,araṟṟu[DEDR367],v.5.,to bewail
,araṟṟa,araṟṟu[DEDR367],inf.,
,araṟṟum,araṟṟu[DEDR367],pey.,
ari,,ari[DEDR209],n.,tinkling metal pieces in woman’s anklets
ari,,ari[DEDR217],n.,beauty
ari,,ari[DEDR218],n.,red lines in the white of the eye
ari,,ari[TL],n.,(not DEDR):  softness
ari,,ari[TL]2,n.,(not DEDR):  bee
ari,,ari[DEDR212],n.,bunch
,ari,ari[DEDR212],v.4.|v.r.,
,arinta,ari[DEDR212],p.a.|pey.,
,arintu,ari[DEDR212],abs.,
,ariñar,ari[DEDR212],part.n.|i.a.|3.,
,arinar,ari[DEDR212],part.n.|i.a.|3.,
,ariya,ari[DEDR212],inf.,
,arivaṉa,ari[DEDR212],part.n.|n.pl.|i.a.,
,arivaṉar,ari[DEDR212],i.a.|3.,
,arivār,ari[DEDR212],part.n.|i.a.|3.,
,arivāriṉ,ari[DEDR212],obl.,
ari,,ari[DEDR213],v.11.|v.r.,to sift –
,aritta,ari[DEDR213],p.a.|pey.,
,arittaliṉ,ari[DEDR213],obl.|v.n.,
,arippaṉa,ari[DEDR213],part.n.|n.pl.|i.a.,
ari,,ari[DEDR214],v.11.|v.r.,to itch –
ari,,ari[DEDR368],v.11.|v.r.,to wear away –
arici,,arici[DEDR215],n.,grain
,ariciyiṉ,arici[DEDR215],obl.,
,ariciyoṭu,arici[DEDR215],soc.,
,ariciyōṭ’,arici[DEDR215],san.|soc.,
aricil,,aricil[TL],p.n.,of a river
,aricilam,aricil[TL],adj.,
arimmaṇalvāyil,,arimmaṇalvāyil[TL],p.n.,AN index (not ):  of a village
,arimmaṇavāyil,arimmaṇalvāyil[TL],p.n.,
,arimmaṇavāyiṉ,arimmaṇalvāyil[TL],p.n.,
arimā,,arimā,n.,< Skt. hari- + mā  lion
ariyal,,ariyal[DEDR219],n.,toddy
,ariyalam,ariyal[DEDR219],adj.,
aril,,aril[DEDR207],n.,thicket; interlacing
,arila,aril[DEDR207],adj.,
,arilam,aril[DEDR207],adj.,
arivai,,arivai[DEDR217],n.,young woman
,arivaiyai,arivai[DEDR217],acc.,
,arivaiyoṭu,arivai[DEDR217],soc.,
aru(m),,aru(m)[DEDR221],adj.,"rare, difficult, precious"
,aru,aru(m)[DEDR221],adj.,
,arum,aru(m)[DEDR221],adj.,
,ār,aru(m)[DEDR221],san.,
,aritu,aru(m)[DEDR221],n.sg.,
,aritaṉiṉ,aru(m)[DEDR221],adv.|obl.,
,aritiṉiṉ,aru(m)[DEDR221],adv.|obl.,
,aritir,aru(m)[DEDR221],pl.|2.,
,ariya,aru(m)[DEDR221],n.pl.,
,ariyatu,aru(m)[DEDR221],n.sg.,
,ariyam,aru(m)[DEDR221],pl.|1.,
,ariyaḷ,aru(m)[DEDR221],f.sg.,
,ariyāḷ,aru(m)[DEDR221],f.sg.,
,ariyēm,aru(m)[DEDR221],pl.|1.,
,ariyōḷ,aru(m)[DEDR221],f.sg.,
,arumai,aru(m)[DEDR221],n.,
,arumaiyiṉ,aru(m)[DEDR221],obl.,
,aruṅkuraittu,aru(m)[DEDR221],pron.n.|n.sg.|pl.,
,aruṅkuraiya,aru(m)[DEDR221],pron.n.|n.pl.|pl.,
,aruṅkuraiya,aru(m)[DEDR221],adj.,
,aruṅkuraiyaḷ,aru(m)[DEDR221],pron.n.|f.sg.|pl.,
,arukku,aru(m)[DEDR221],v.5.,
,arukkiya,aru(m)[DEDR221],p.a.|pey.,
aruku,,aruku[DEDR222],1.|n.,nearness 132
aruku,,aruku[DEDR3605],v.5.|v.r.,to be afraid –
,arukātu,aruku[DEDR3605],n.sg.|neg.,
,aruki,aruku[DEDR3605],abs.,
aruttu,,aruttu[DEDR368],v.5.,to feed
,arutta,aruttu[DEDR368],inf.,
,arutti,aruttu[DEDR368],abs.,
,aruntu,aruttu[DEDR368],v.5.|v.r.,
,arunta,aruttu[DEDR368],inf.,
,arunti,aruttu[DEDR368],abs.,
,aruntiya,aruttu[DEDR368],p.a.|pey.,
,aruntupu,aruttu[DEDR368],abs.,
,aruntupu,aruttu[DEDR368],abs.,
,aruntum,aruttu[DEDR368],pey.,
aruppu,,aruppu[TL],n.,(not ; i.o.) ~ aruppam DEDR 221:  fort
arumpu,,arumpu[DEDR224],r.n.,bud
,arumpiṉ,arumpu[DEDR224],obl.,
,arumpoṭu,arumpu[DEDR224],soc.,
,arumpu,arumpu[DEDR224],v.5.|v.r.,
,arumpa,arumpu[DEDR224],inf.,
,arumpiya,arumpu[DEDR224],p.a.|pey.,
,arumpiyatu,arumpu[DEDR224],part.n.|n.sg.|p.a.,
,arumpiṉa,arumpu[DEDR224],n.pl.|p.a.,
,arumpum,arumpu[DEDR224],pey.,
arumaṉ,,arumaṉ[TL],p.n.,TVG (not ):  of a chieftain
aruvi,,aruvi[DEDR226],n.,waterfall
,aruviyiṉ,aruvi[DEDR226],obl.,
,aruviya,aruvi[DEDR226],adj.,
aruḷ,,aruḷ[DEDR227],n.,consideration; grace
,aruḷar,aruḷ[DEDR227],pron.n.|3.,
,aruḷiṉai,aruḷ[DEDR227],pron.n.|sg.|2.,
,aruḷ,aruḷ[DEDR227],v.5.|v.r.,
,aruḷa,aruḷ[DEDR227],inf.,
,aruḷal,aruḷ[DEDR227],v.n.,
,aruḷaliṉ,aruḷ[DEDR227],obl.|v.n.,
,aruḷaṉ,aruḷ[DEDR227],m.sg.|neg.,
,aruḷātu,aruḷ[DEDR227],abs.|neg.,
,aruḷātōr,aruḷ[DEDR227],part.n.|neg.|3.,
,aruḷāy,aruḷ[DEDR227],neg.|sg.|2.,
,aruḷār,aruḷ[DEDR227],neg.|3.,
,aruḷāḷ,aruḷ[DEDR227],f.sg.|neg.,
,aruḷāṉ,aruḷ[DEDR227],m.sg.|neg.,
,aruḷi,aruḷ[DEDR227],abs.,
,aruḷiya,aruḷ[DEDR227],p.a.|pey.,
,aruḷiṉaḷ,aruḷ[DEDR227],f.sg.|p.a.,
,aruḷiṉum,aruḷ[DEDR227],conc.|comp.,
,aruḷiṉai,aruḷ[DEDR227],p.a.|sg.|2.,
,aruḷvara,aruḷ[DEDR227],inf.,
arai,,arai[DEDR211],n.,trunk of a tree
,araiya,arai[DEDR211],adj.,
arai,,arai[DEDR229],n.,half
,araināḷ,arai[DEDR229],,
arai,,arai[DEDR228],v.11.|v.r.,(a):  to grind
,araiyuṟṟu,arai[DEDR228],abs.,
araicar,,araicar,n.,< Skt. rāja-   king
arō,,arō[TL],,unexplained particle
al,,al[DEDR234],v.r.,def. v. to be not so –
,alla,al[DEDR234],n.pl.,
,ala,al[DEDR234],n.pl.,
,allatu,al[DEDR234],adv.,
,alatu,al[DEDR234],part.n.|n.sg.,
,alatu,al[DEDR234],adv.,
,allatai,al[DEDR234],sg.|2.,
,allam,al[DEDR234],pl.|1.,
,allar,al[DEDR234],3.,
,alar,al[DEDR234],3.,
,allaḷ,al[DEDR234],f.sg.,
,allaṉ,al[DEDR234],m.sg.,
,al[DEDR234],al[DEDR234],sg.|1.,
,allā,al[DEDR234],abs.|neg.,
,allā,al[DEDR234],neg.|pey.,
,allātu,al[DEDR234],abs.|neg.,
,allir,al[DEDR234],neg.|pl.|2.,
,alleṉ,al[DEDR234],sg.|1.,
,allēm,al[DEDR234],neg.|pl.|1.,
,allēṉ,al[DEDR234],neg.|sg.|1.,
,allai,al[DEDR234],sg.|2.,
,allōr,al[DEDR234],3.,
,allōḷ,al[DEDR234],f.sg.,
,allōṭku,al[DEDR234],f.sg.|dat.,
,alātu,al[DEDR234],abs.|neg.,
,aṉṟi,al[DEDR234],adv.,
,aṉṟu,al[DEDR234],n.sg.,
,āaṉṟu,al[DEDR234],n.sg.|m.l.,
,aṉmai,al[DEDR234],n.,
,aṉmaiyiṉ,al[DEDR234],obl.,
al,,al[DEDR235],n.,night
,allil,al[DEDR235],loc.,
,alam,al[DEDR235],adj.,
,alkal,al[DEDR235],n.,
,alku,al[DEDR235],n.,
,alkuṟu,al[DEDR235],v.r.,
alku,,alku[DEDR317],v.5.|v.r.,"to abide, dwell"
,alka,alku[DEDR317],inf.,
,alkal,alku[DEDR317],v.n.,
,alkalar,alku[DEDR317],neg.|3.,
,alkāmaiyaiṉ,alku[DEDR317],neg.|obl.|v.n.,
,alki,alku[DEDR317],abs.,
,alkiya,alku[DEDR317],p.a.|pey.,
,alkiyēm,alku[DEDR317],part.n.|p.a.|pl.|1.,
,alkiṉṟaṉṟu,alku[DEDR317],n.sg.|p.a.,
,alkiṉam,alku[DEDR317],p.a.|pl.|1.,
,alkiṉar,alku[DEDR317],p.a.|3.,
,alkiṉum,alku[DEDR317],conc.,
,alkiṉai,alku[DEDR317],p.a.|sg.|2.,
,alkutal,alku[DEDR317],v.n.,
,alkum,alku[DEDR317],pey.,
,alkuvatu,alku[DEDR317],part.n.|n.sg.,
,alkuvara,alku[DEDR317],inf.,
alku,,alku[DEDR252],v.5.,to shrink
,alku,alku[DEDR252],r.n.,
,alkuṟu,alku[DEDR252],v.r.,
alkul,,alkul[DEDR253],n.,"hip, buttocks"
,alkulai,alkul[DEDR253],acc.,
,alkuṟku,alkul[DEDR253],dat.,
allal,,allal[DEDR236],n.,unhappiness
,allā,allal[DEDR236],v.12.,
,allāntu,allal[DEDR236],abs.,
alli,,alli[DEDR256],n.,(AN index.: filament; inner flower petal???):  white lotus (Nymphaea lotus)
,alliyōṭu,alli[DEDR256],san.|soc.,
allai,,allai[TL],n.,edible creeper
ala,,ala[DEDR236],v.12.|v.r.,to suffer –
,alattal,ala[DEDR236],v.n.,
,alanta,ala[DEDR236],p.a.|pey.,
,alantaṉṟu,ala[DEDR236],n.sg.|p.a.,
,alantaṉam,ala[DEDR236],p.a.|pl.|1.,
,alantaṉeṉ,ala[DEDR236],p.a.|sg.|1.,
,alantaṉai,ala[DEDR236],p.a.|sg.|2.,
,alantu,ala[DEDR236],abs.,
,alappeṉ,ala[DEDR236],i.a.|sg.|1.,
,alappēṉ,ala[DEDR236],i.a.|sg.|1.,
,alaveṉ,ala[DEDR236],neg.|sg.|1.,
,alavu,ala[DEDR236],n.,
alakiṉ,,alakiṉ[DEDR238],obl.|n.,of alaku   small shells
alaku,,alaku[DEDR239],n.,beak
,alakil,alaku[DEDR239],loc.,
alaṅku,,alaṅku[DEDR240],v.5.|v.r.,to sway
,alaṅkal,alaṅku[DEDR240],v.n.,
,alaṅkalam,alaṅku[DEDR240],adj.,
alantalai,,alantalai,3.|n.,P.U. on Pati 21 contraction of alanta talai
alam,,alam[DEDR236],n.,pain
alam,,alam[TL],n.,AN index (not ):  drying
alamvaru,,alamvaru[DEDR240],3.,v. 1 to whirl
,alamvanticiṉ,alamvaru[DEDR240],ipt.,
,alamvara,alamvaru[DEDR240],inf.,
,alamvarum,alamvaru[DEDR240],pey.,
,alamvantu,alamvaru[DEDR240],abs.,
,alamaru,alamvaru[DEDR240],v.r.,
,alamara,alamvaru[DEDR240],inf.,
,alamaral,alamvaru[DEDR240],v.n.,
,alamarum,alamvaru[DEDR240],pey.,
alar,,alar[DEDR245],n.,gossip
,alariṉ,alar[DEDR245],obl.,
,*alar,alar[DEDR245],v.4.,
,alarka,alar[DEDR245],sub.,
,alarntu,alar[DEDR245],abs.,
,alarntaṉṟu,alar[DEDR245],n.sg.|p.a.,
,alarvatu,alar[DEDR245],n.sg.|i.a.,
alar,,alar[DEDR247],r.n.,blossom
,alariṉ,alar[DEDR247],obl.,
,alar,alar[DEDR247],v.4.|v.r.,
,alarnta,alar[DEDR247],p.a.|pey.,
,alarntaṉṟu,alar[DEDR247],n.sg.|p.a.,
,alarntu,alar[DEDR247],abs.,
,alara,alar[DEDR247],inf.,
,alarā,alar[DEDR247],abs.,
alari,,alari[DEDR210],n.,flower; oleander (Nerium odorum)
,alariyōṭ’,alari[DEDR210],san.|soc.|1.,
alavaṉ,,alavaṉ[TL],n.,(not DEDR):  crab
,alava,alavaṉ[TL],voc.,
,alavaṉoṭu,alavaṉ[TL],soc.,
alaṟu,,alaṟu[DEDR245],v.5.,to cry
,alaṟa,alaṟu[DEDR245],inf.,
,alaṟi,alaṟu[DEDR245],abs.,
,alaṟiya,alaṟu[DEDR245],p.a.|pey.,
alai,,alai[DEDR240],r.n.,ripple
,alai,alai[DEDR240],v.4.|v.r.|tr.,
,alaikkum,alai[DEDR240],pey.,
,alaittu,alai[DEDR240],abs.,
alai,,alai[DEDR236],r.n.,oppression
,alai,alai[DEDR236],v.11.|v.r.,
,alaiiyar,alai[DEDR236],opt.,
,alaikka,alai[DEDR236],inf.,
,alaikkum,alai[DEDR236],pey.,
,alaitta,alai[DEDR236],p.a.|pey.,
,alaittal,alai[DEDR236],v.n.,
,alaittaliṉ,alai[DEDR236],obl.|v.n.,
,alaittaṉa,alai[DEDR236],n.pl.|p.a.,
,alaitti,alai[DEDR236],sub.|sg.|2.,
,alaittu,alai[DEDR236],abs.,
,alaippa,alai[DEDR236],inf.,
,alaippavum,alai[DEDR236],conc.,
,alaiyal,alai[DEDR236],ipt.|neg.,
,alaiyā,alai[DEDR236],abs.|neg.,
,alaiyā,alai[DEDR236],neg.|pey.,
,alaippaṭṭa,alai[DEDR236],p.a.|pey.,
alavāy,,alavāy[TL],p.n.,"(not , not AN index)  of a place"
,alaivāy,alavāy[TL],p.n.,
avarai,,avarai[DEDR264],n.,field bean (Dolichos lablab)
aval,,aval[DEDR2391],n.,pestled rice
aval,,aval[TL],n.,(not DEDR):  depression
,avaliṉ,aval[TL],obl.,
,avala,aval[TL],adj.,
avala(m),,avala(m)[DEDR265],n.,affliction
,avala,avala(m)[DEDR265],n.,
,avalam,avala(m)[DEDR265],n.,
,avalamoṭu,avala(m)[DEDR265],soc.,
,avalamōṭ’,avala(m)[DEDR265],san.|soc.,
,avalaṉ,avala(m)[DEDR265],pron.n.|m.sg.,
avavu,,avavu[DEDR394],n.,love
,avā,avavu[DEDR394],n.,
,avāvuṟṟaṉai,avavu[DEDR394],p.a.|sg.|2.,
avi,,avi[DEDR267],v.4.|v.r.,to cease −
,avinta,avi[DEDR267],p.a.|pey.,
,avintatu,avi[DEDR267],part.n.|n.sg.|p.a.,
,avintavai,avi[DEDR267],part.n.|n.pl.|p.a.,
,avintaṉṟu,avi[DEDR267],n.sg.|p.a.,
,avintaṉṉa,avi[DEDR267],comp.|pey.,
,avintāṅku,avi[DEDR267],comp.|abs.,
,avintāaṅku,avi[DEDR267],comp.|abs.,
,avintu,avi[DEDR267],abs.,
,aviya,avi[DEDR267],inf.,
,aviyal,avi[DEDR267],v.n.,
,aviyā,avi[DEDR267],abs.|neg.,
,aviyā,avi[DEDR267],neg.|pey.,
,avintirunta,avi[DEDR267],p.a.|pey.,
,avi,avi[DEDR267],v.11.,
,avittaṉṟu,avi[DEDR267],n.sg.|p.a.,
aviyaṉ,,aviyaṉ[TL],p.n.|3.,AN index (not ; PN 3821):  of a person
avir,,avir[TL],v.4.|v.r.,(not DEDR):  to shine
,avir,avir[TL],r.n.,
,avirtoṟum,avir[TL],indef.,
,avirnta,avir[TL],p.a.|pey.,
,avirntaṉṉa,avir[TL],comp.|pey.,
,avirntu,avir[TL],abs.,
,avirpu,avir[TL],abs.,
,avirum,avir[TL],pey.,
,avirvarum,avir[TL],pey.,
aviḻ,,aviḻ[DEDR268],n.,boiled rice
aviḻ,,aviḻ[TL],v.4.|v.r.|tr.,to open (refl./) (~ DEDR 12: to become loose?)
,aviḻnta,aviḻ[TL],p.a.|pey.,
,aviḻntatu,aviḻ[TL],part.n.|n.sg.|p.a.,
,aviḻntaṉa,aviḻ[TL],n.pl.|p.a.,
,aviḻntaṉar,aviḻ[TL],p.a.|3.,
,aviḻntu,aviḻ[TL],abs.,
,aviḻntāṅku,aviḻ[TL],abs.,
,aviḻa,aviḻ[TL],inf.,
,aviḻā,aviḻ[TL],neg.|pey.,
,aviḻiṉum,aviḻ[TL],conc.,
,aviḻum,aviḻ[TL],pey.,
,aviḻ,aviḻ[TL],v.11.|tr.,
,aviḻkkum,aviḻ[TL],pey.,
,aviḻtta,aviḻ[TL],p.a.|pey.,
,aviḻtta,aviḻ[TL],part.n.|n.pl.|p.a.,
,aviḻttaṉar,aviḻ[TL],p.a.|3.,
,aviḻttaṟku,aviḻ[TL],dat.|v.n.,
avuṇar,,avuṇar,n.,< Skt. asura-   demon
avai,,avai,n.,< Skt. sabhā-  assembly
,avaiyam,avai,n.,
,avaiyattu,avai,obl.,
,avaiyattār,avai,pron.n.|3.,
avai,,avai[DEDR2391],v.11.,to pound
,avaippu,avai[DEDR2391],n.,
aḻal,,aḻal[DEDR276],r.n.,fire
,aḻala,aḻal[DEDR276],adj.,
,aḻal,aḻal[DEDR276],v.3.|v.r.,
,aḻaṉṟu,aḻal[DEDR276],abs.,
aḻi,,aḻi[DEDR277],n.,"ruin, desolation"
,aḻittu,aḻi[DEDR277],pron.n.|n.sg.,
,aḻitakkaṉṟu,aḻi[DEDR277],n.sg.|p.a.,
,aḻitaka,aḻi[DEDR277],inf.,
,aḻi,aḻi[DEDR277],v.11.|v.r.,
,aḻikkum,aḻi[DEDR277],pey.,
